"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"type_en"
"Sportschool American Fitness";"sportschool_american_fitness";1;286;;"0000-00-00 00:00:00";"Blasiusstraat 144 ";"1091 CZ";;"POINT(4.9134472166698 52.357624401123)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:28";"2016-09-08 17:44:28";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"SportsWorld";"sportsworld";1;286;;"0000-00-00 00:00:00";"Oranje-Vrijstaatkade 21 ";"1093 KS";;"POINT(4.9284659882344 52.356038801356)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:28";"2016-09-08 17:44:28";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Stadsdeelkantoor Oost";"stadsdeelkantoor_oost";1;286;;"0000-00-00 00:00:00";"Oranje-Vrijstaatplein 2 ";"1093 NG";;"POINT(4.9306620035836 52.356604529462)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:29";"2016-09-08 17:44:29";"0000-00-00 00:00:00";"Stadhuizen en stadsdeelkantoren";"City halls and district offices"
"Stadsdeelkantoor West";"stadsdeelkantoor_west";1;286;;"0000-00-00 00:00:00";"Bos en Lommerplein 156 ";"1055 EK";;"POINT(4.8440429257572 52.377989122618)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:29";"2016-09-08 17:44:29";"0000-00-00 00:00:00";"Stadhuizen en stadsdeelkantoren";"City halls and district offices"
"Stadsdeelkantoor West";"stadsdeelkantoor_west_1";1;286;;"0000-00-00 00:00:00";"Bos en Lommerplein 250 ";"1055 EK";;"POINT(4.8440429257572 52.377989122618)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:29";"2016-09-08 17:44:29";"0000-00-00 00:00:00";"Stadhuizen en stadsdeelkantoren";"City halls and district offices"
"Stadsdeelkantoor Zuid";"stadsdeelkantoor_zuid";1;286;;"0000-00-00 00:00:00";"President Kennedylaan 923 ";"1079 MZ";;"POINT(4.8935347353995 52.339792225339)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:30";"2016-09-08 17:44:30";"0000-00-00 00:00:00";"Stadhuizen en stadsdeelkantoren";"City halls and district offices"
"Stadsschouwburg";"stadsschouwburg";1;286;;"0000-00-00 00:00:00";"Leidseplein 26 ";"1017 PT";;"POINT(4.8824681695899 52.364551739831)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:30";"2016-09-08 17:44:30";"0000-00-00 00:00:00";"Theaters en concertgebouwen";"Theaters and concert halls"
"Stadsdeelkantoor Zuidoost";"stadsdeelkantoor_zuidoost";1;286;;"0000-00-00 00:00:00";"Anton de Komplein 150 ";"1102 CW";;"POINT(4.9556595088907 52.31593889677)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:30";"2016-09-08 17:44:30";"0000-00-00 00:00:00";"Stadhuizen en stadsdeelkantoren";"City halls and district offices"
"Stanislavski";"stanislavski_1";1;286;;"0000-00-00 00:00:00";"Leidseplein 26 ";"1017 PT";;"POINT(4.8824681695899 52.364551739831)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:31";"2016-09-08 17:44:31";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Station Amsterdam Amstel";"station_amsterdam_amstel";1;286;;"0000-00-00 00:00:00";"Julianaplein 1 ";"1097 DN";;"POINT(4.9190701852842 52.346421094585)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:31";"2016-09-08 17:44:31";"0000-00-00 00:00:00";"Stations";"Stations"
"Zouthaven";"zouthaven";1;286;;"0000-00-00 00:00:00";"Piet Heinkade 1 ";"1019 BR";;"POINT(4.9169990989922 52.377069980146)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:32";"2016-09-08 17:44:32";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Station Amsterdam Centraal";"station_amsterdam_centraal";1;286;;"0000-00-00 00:00:00";"De Ruyterkade 15 ";"1012 AA";;"POINT(4.9011073297091 52.379899847938)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:32";"2016-09-08 17:44:32";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Amsterdam RAI";"station_amsterdam_rai";1;286;;"0000-00-00 00:00:00";"Europaboulevard 10 ";"1083 AD";;"POINT(4.8894654953544 52.333663493158)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:32";"2016-09-08 17:44:32";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Amsterdam Science Park";"station_amsterdam_science_park";1;286;;"0000-00-00 00:00:00";"Kruislaan 261 ";"1098 SM";;"POINT(4.9493964101825 52.353233005148)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:33";"2016-09-08 17:44:33";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Amsterdam Bijlmer ArenA";"station_amsterdam_bijlmer_arena";1;286;;"0000-00-00 00:00:00";"De entree 1 ";"1101 BH";;"POINT(4.9382743058333 52.310769137994)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:33";"2016-09-08 17:44:33";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Diemen";"station_diemen";1;286;;"0000-00-00 00:00:00";"Dr A J J van Gemertplein 1 ";"1111 LZ";;"POINT(4.9663973812196 52.345079893919)";;"DIEMEN";;;;;;;0;"2016-09-08 17:44:33";"2016-09-08 17:44:33";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Amsterdam Sloterdijk";"station_amsterdam_sloterdijk";1;286;;"0000-00-00 00:00:00";"Orlyplein 105 ";"1043 DT";;"POINT(4.8370786374354 52.388886044894)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:34";"2016-09-08 17:44:34";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Duivendrecht";"station_duivendrecht";1;286;;"0000-00-00 00:00:00";"Stationsplein 1 ";"1115 BZ";;"POINT(4.9357151780403 52.323063674729)";;"DUIVENDRECHT";;;;;;;0;"2016-09-08 17:44:34";"2016-09-08 17:44:34";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Amsterdam Holendrecht";"station_amsterdam_holendrecht";1;286;;"0000-00-00 00:00:00";"Meibergdreef 1 ";"1105 AZ";;"POINT(4.95968699539 52.292126877862)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:34";"2016-09-08 17:44:34";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Amsterdam Lelylaan";"station_amsterdam_lelylaan";1;286;;"0000-00-00 00:00:00";"Cornelis Lelylaan 31 ";"1062 HD";;"POINT(4.8360121099174 52.357693616265)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:35";"2016-09-08 17:44:35";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Amsterdam Muiderpoort";"station_amsterdam_muiderpoort";1;286;;"0000-00-00 00:00:00";"Oosterspoorplein 1 ";"1093 JW";;"POINT(4.9310648539988 52.360255093917)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:35";"2016-09-08 17:44:35";"0000-00-00 00:00:00";"Stations";"Stations"
"Station Diemen-Zuid";"station_diemen_zuid";1;286;;"0000-00-00 00:00:00";"Diemerdreef 1 ";"1112 CK";;"POINT(4.954972899813 52.330739235395)";;"DIEMEN";;;;;;;0;"2016-09-08 17:44:35";"2016-09-08 17:44:35";"0000-00-00 00:00:00";"Stations";"Stations"
"Stedelijk Museum Amsterdam";"stedelijk_museum_amsterdam";1;286;;"0000-00-00 00:00:00";"Museumplein 10 ";"1071 DJ";;"POINT(4.8801582507489 52.357270789293)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:36";"2016-09-08 17:44:36";"0000-00-00 00:00:00";"Musea";"Museums"
"Station Amsterdam Zuid ";"station_amsterdam_zuid";1;286;;"0000-00-00 00:00:00";"Zuidplein 10 ";"1077 XV";;"POINT(4.8723192586946 52.339575993798)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:36";"2016-09-08 17:44:36";"0000-00-00 00:00:00";"Stations";"Stations"
"Stichting Mindervalide Roeien";"stichting_mindervalide_roeien";1;286;;"0000-00-00 00:00:00";"Jan Vroegopsingel 8 ";"1096 CN";;"POINT(4.909164580695 52.335470364524)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:36";"2016-09-08 17:44:36";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"stichting ViiA locatie Ijburg";"stichting_viia_locatie_ijburg";1;286;;"0000-00-00 00:00:00";"IJburglaan 727 B";"1087 CH";;"POINT(4.9913338346816 52.357883510164)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:36";"2016-09-08 17:44:36";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Stichting Vikaash";"stichting_vikaash";1;286;;"0000-00-00 00:00:00";"Kormelinkweg 1 ";"1104 NP";;"POINT(4.9712332834676 52.31605759467)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:37";"2016-09-08 17:44:37";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Stomerij Pamba";"stomerij_pamba";1;286;;"0000-00-00 00:00:00";"IJburglaan 725 ";"1087 BS";;"POINT(4.9909100691639 52.357666387995)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:37";"2016-09-08 17:44:37";"0000-00-00 00:00:00";"Winkels";"Stores"
"Studio K";"studio_k_1";1;286;;"0000-00-00 00:00:00";"Timorplein 62 ";"1094 CC";;"POINT(4.9355041516942 52.365449031946)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:37";"2016-09-08 17:44:37";"0000-00-00 00:00:00";"Theaters en concertgebouwen";"Theaters and concert halls"
"Studio MJ";"studio_mj";1;286;;"0000-00-00 00:00:00";"Pampuslaan 27 ";"1087 HP";;"POINT(5.0067547178519 52.351876372889)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:38";"2016-09-08 17:44:38";"0000-00-00 00:00:00";"Uiterlijke verzorging";"Grooming"
"Alphega apotheek Sumatra";"alphega_apotheek_sumatra";1;286;;"0000-00-00 00:00:00";"Sumatrastraat 92 ";"1094 NJ";;"POINT(4.9363362212698 52.361587492066)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:38";"2016-09-08 17:44:38";"0000-00-00 00:00:00";"Apotheken";"Pharmacies"
"cultureel centrum Het Fijnhout";"cultureel_centrum_het_fijnhout";1;286;;"0000-00-00 00:00:00";"Jacob van Lennepkade 334 ";"1053 NJ";;"POINT(4.8619632596751 52.362844749775)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:38";"2016-09-08 17:44:38";"0000-00-00 00:00:00";"Theaters en concertgebouwen";"Theaters and concert halls"
"Tandartsenpraktijk Batavia";"tandartsenpraktijk_batavia";1;286;;"0000-00-00 00:00:00";"Zeeburgerdijk 301 ";"1095 AD";;"POINT(4.9452895201187 52.366204975513)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:39";"2016-09-08 17:44:39";"0000-00-00 00:00:00";"Tandartsen";"Dentists"
"Tandartsenpunt Zeeburg";"tandartsenpunt_zeeburg";1;286;;"0000-00-00 00:00:00";"Panamalaan 10 ";"1019 AZ";;"POINT(4.9337410616353 52.368444182878)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:39";"2016-09-08 17:44:39";"0000-00-00 00:00:00";"Tandartsen";"Dentists"
"Tandartspraktijk B. Indrakusuma";"tandartspraktijk_b_indrakusuma";1;286;;"0000-00-00 00:00:00";"Des Presstraat 12 ";"1075 NX";;"POINT(4.8599517590936 52.350504604105)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:39";"2016-09-08 17:44:39";"0000-00-00 00:00:00";"Tandartsen";"Dentists"
"Tandartspraktijk C van Eesterenlaan";"tandartspraktijk_c_van_eesterenlaan";1;286;;"0000-00-00 00:00:00";"C. van Eesterenlaan 303 ";"1019 KT";;"POINT(4.9385754997323 52.37097915223)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:39";"2016-09-08 17:44:39";"0000-00-00 00:00:00";"Tandartsen";"Dentists"
"Tandartsenpraktijk Amsterdam locatie Ijburg";"tandartsenpraktijk_amsterdam_locatie_ijburg";1;286;;"0000-00-00 00:00:00";"IJburglaan 388 ";"1086 XT";;"POINT(4.9796157359304 52.363101541907)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:40";"2016-09-08 17:44:40";"0000-00-00 00:00:00";"Tandartsen";"Dentists"
"Tennis Vereniging Rivierenbuurt";"tennis_vereniging_rivierenbuurt";1;286;;"0000-00-00 00:00:00";"Kinderdijkstraat 31 ";"1079 GB";;"POINT(4.9028080963122 52.34385706149)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:40";"2016-09-08 17:44:40";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Tesla Ontmoetingscentrum";"tesla_ontmoetingscentrum";1;286;;"0000-00-00 00:00:00";"Middenweg 333 ";"1098 AT";;"POINT(4.9398493822235 52.348038357699)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:40";"2016-09-08 17:44:40";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"The College Hotel";"the_college_hotel";1;286;;"0000-00-00 00:00:00";"Roelof Hartstraat 1 ";"1071 VE";;"POINT(4.8840584688303 52.352487974505)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:41";"2016-09-08 17:44:41";"0000-00-00 00:00:00";"Hotels";"Hotels"
"The Movies";"the_movies";1;286;;"0000-00-00 00:00:00";"Haarlemmerdijk 161 ";"1013 KH";;"POINT(4.8845225490726 52.384081788771)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:41";"2016-09-08 17:44:41";"0000-00-00 00:00:00";"Bioscopen en filmhuizen";"Cinemas and movie houses"
"Theater Vrijburcht";"theater_vrijburcht";1;286;;"0000-00-00 00:00:00";"Jan Olphert Vaillantlaan 161 ";"1086 XZ";;"POINT(4.9775144899662 52.361710186569)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:41";"2016-09-08 17:44:41";"0000-00-00 00:00:00";"Theaters en concertgebouwen";"Theaters and concert halls"
"Timorplein 8";"timorplein_8";1;286;;"0000-00-00 00:00:00";"Timorplein 8 ";"1094 CB";;"POINT(4.9348273393212 52.365590251034)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:42";"2016-09-08 17:44:42";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"Toko Welcome";"toko_welcome";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 121 ";"1013 TE";;"POINT(4.8781566399491 52.390993093631)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:42";"2016-09-08 17:44:42";"0000-00-00 00:00:00";"Winkels";"Stores"
"VVV I amsterdam Visitor Centre Stationsplein";"vvv_i_amsterdam_visitor_centre_stationsplein";1;286;;"0000-00-00 00:00:00";"Stationsplein 10 ";"1012 AB";;"POINT(4.8994620267747 52.378598854969)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:42";"2016-09-08 17:44:42";"0000-00-00 00:00:00";"Informatiecentra";"Information centers"
"Tropenmuseum";"tropenmuseum";1;286;;"0000-00-00 00:00:00";"Linnaeusstraat 2 ";"1092 CK";;"POINT(4.9254479512458 52.359712031366)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:43";"2016-09-08 17:44:43";"0000-00-00 00:00:00";"Musea";"Museums"
"Tuincentrum Osdorp";"tuincentrum_osdorp";1;286;;"0000-00-00 00:00:00";"Osdorperweg 247 ";"1069 LL";;"POINT(4.7924608714884 52.351991259257)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:43";"2016-09-08 17:44:43";"0000-00-00 00:00:00";"Warenhuizen";"Department stores"
"Van Gogh Museum";"van_gogh_museum";1;286;;"0000-00-00 00:00:00";"Museumplein 6 ";"1071 DJ";;"POINT(4.8819441786565 52.358995084298)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:43";"2016-09-08 17:44:43";"0000-00-00 00:00:00";"Musea";"Museums"
"Van Hogendorphal";"van_hogendorphal";1;286;;"0000-00-00 00:00:00";"Van Hogendorpstraat 921 ";"1051 CE";;"POINT(4.8679781020758 52.382042099518)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:44";"2016-09-08 17:44:44";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Vapiano Ode Amsterdam";"vapiano_ode_amsterdam";1;286;;"0000-00-00 00:00:00";"Oosterdokskade 145 ";"1011 DL";;"POINT(4.9088072061407 52.375446346752)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:44";"2016-09-08 17:44:44";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Velodrome";"velodrome";1;286;;"0000-00-00 00:00:00";"Sloterweg 1045 ";"1066 CD";;"POINT(4.8057227020534 52.341307732395)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:44";"2016-09-08 17:44:44";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Visgilde IJburg";"visgilde_ijburg";1;286;;"0000-00-00 00:00:00";"IJburglaan 655 ";"1087 BS";;"POINT(4.9900542666469 52.358157842778)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:45";"2016-09-08 17:44:45";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Voetverzorging Bertine";"voetverzorging_bertine";1;286;;"0000-00-00 00:00:00";"Turnerstraat 22 ";"1076 VE";;"POINT(4.8605546756544 52.346696472932)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:45";"2016-09-08 17:44:45";"0000-00-00 00:00:00";"Uiterlijke verzorging";"Grooming"
"Vomar Haveneiland West";"vomar_haveneiland_west";1;286;;"0000-00-00 00:00:00";"IJburglaan 605 -609";"1087 BS";;"POINT(4.9894053245232 52.358497196008)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:45";"2016-09-08 17:44:45";"0000-00-00 00:00:00";"Supermarkten";"Supermarkets"
"Vredeskerk";"vredeskerk";1;286;;"0000-00-00 00:00:00";"Pijnackerstraat 9 ";"1072 JS";;"POINT(4.8899257213548 52.350211905363)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:46";"2016-09-08 17:44:46";"0000-00-00 00:00:00";"Kerkgebouwen";"Church buildings"
"Vrijwilligersacademie Amsterdam";"vrijwilligersacademie_amsterdam";1;286;;"0000-00-00 00:00:00";"Keizersgracht 340 ";"1016 EZ";;"POINT(4.8846597249159 52.370681702332)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:46";"2016-09-08 17:44:46";"0000-00-00 00:00:00";"Wijkcentra en buurthuizen";"Neighborhood centers and community centers"
"W.B. Noteboomschool";"w_b_noteboomschool";1;286;;"0000-00-00 00:00:00";"Drostenburg 1 B";"1102 AM";;"POINT(4.9468627325327 52.321595742812)";;"AMSTERDAM ZUIDOOST";;;;;;;0;"2016-09-08 17:44:46";"2016-09-08 17:44:46";"0000-00-00 00:00:00";"Onderwijsinstellingen en scholen";"Educational institutions and schools"
"Wagamama Max Euweplein";"wagamama_max_euweplein";1;286;;"0000-00-00 00:00:00";"Max Euweplein 10 ";"1017 MB";;"POINT(4.8831652456583 52.3626403229)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:47";"2016-09-08 17:44:47";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Eethuis Wendy's";"eethuis_wendy_s";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 68 bg";"1013 TA";;"POINT(4.8793654570797 52.389344548864)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:47";"2016-09-08 17:44:47";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Westergas-terras";"westergas_terras";1;286;;"0000-00-00 00:00:00";"Klonne plein 2 ";"1014 DD";;"POINT(4.869842935668 52.387119324786)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:47";"2016-09-08 17:44:47";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Westerliefde - Westergasterrein";"westerliefde_westergasterrein";1;286;;"0000-00-00 00:00:00";"Klonne plein 4 ";"1014 DD";;"POINT(4.869842935668 52.387119324786)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:48";"2016-09-08 17:44:48";"0000-00-00 00:00:00";"Congres- en partyaccommodaties";"Conference and party accommodations"
"restaurant il Pecorino Wilhelmina Dok";"restaurant_il_pecorino_wilhelmina_dok";1;286;;"0000-00-00 00:00:00";"Noordwal 1 ";"1021 PX";;"POINT(4.9137096173785 52.381182220114)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:48";"2016-09-08 17:44:48";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Winkelstraat Spaarndammerstraat";"winkelstraat_spaarndammerstraat";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 59 ";"1013 TA";;"POINT(4.8793654570797 52.389344548864)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:48";"2016-09-08 17:44:48";"0000-00-00 00:00:00";"Winkelcentra";"Shopping centres"
"Julius bar& grill";"julius_bar_grill";1;286;;"0000-00-00 00:00:00";"Ceintuurbaan 256 ";"1072 GH";;"POINT(4.889855408307 52.352557412485)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:49";"2016-09-08 17:44:49";"0000-00-00 00:00:00";"Restaurants / eetgelegenheden";"Restaurants / eateries"
"Woon- zorgcentrum De Open Hof";"woon_zorgcentrum_de_open_hof";1;286;;"0000-00-00 00:00:00";"Fahrenheitstraat 115 ";"1097 PP";;"POINT(4.9272248462731 52.34549137913)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:49";"2016-09-08 17:44:49";"0000-00-00 00:00:00";"Verpleeg- en verzorgingshuizen";"Nursing and care homes"
"Wynand Fockink Proeflokaal";"wynand_fockink_proeflokaal";1;286;;"0000-00-00 00:00:00";"Pijlsteeg 31 ";"1012 HH";;"POINT(4.8949338278936 52.37241455344)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:49";"2016-09-08 17:44:49";"0000-00-00 00:00:00";"Toeristische attracties";"Tourist attractions"
"Zeeman Spaarndammerstraat";"zeeman_spaarndammerstraat";1;286;;"0000-00-00 00:00:00";"Spaarndammerstraat 107 ";"1013 TD";;"POINT(4.8785608951103 52.390329741752)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:50";"2016-09-08 17:44:50";"0000-00-00 00:00:00";"Winkels";"Stores"
"Zeilcentrum Sloterplas";"zeilcentrum_sloterplas";1;286;;"0000-00-00 00:00:00";"C Plantijngracht 4 ";"1065 DA";;"POINT(4.8168769334818 52.359436475625)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:50";"2016-09-08 17:44:50";"0000-00-00 00:00:00";"Sportaccommodaties";"Sports accommodations"
"Zuiderbad";"zuiderbad_3";1;286;;"0000-00-00 00:00:00";"Hobbemastraat 26 ";"1071 ZC";;"POINT(4.8855571963344 52.35883968305)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:50";"2016-09-08 17:44:50";"0000-00-00 00:00:00";"Zwembaden";"Swimming pools"
"Zuiderkerk";"zuiderkerk";1;286;;"0000-00-00 00:00:00";"Zuiderkerkhof 72 ";"1011 WB";;"POINT(4.9003754846459 52.370306965481)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:50";"2016-09-08 17:44:50";"0000-00-00 00:00:00";"Kerkgebouwen";"Church buildings"
"Zuiveringshal West - Westergasterrein";"zuiveringshal_west_westergasterrein";1;286;;"0000-00-00 00:00:00";"Pazzanistraat 37 ";"1014 DB";;"POINT(4.8729533642707 52.386171188283)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:51";"2016-09-08 17:44:51";"0000-00-00 00:00:00";"Congres- en partyaccommodaties";"Conference and party accommodations"
"INIT Building";"init_building";1;286;;"0000-00-00 00:00:00";"Jacob Bontiusplaats 9 ";"1018 LL";;"POINT(4.9275891623257 52.371251585702)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:51";"2016-09-08 17:44:51";"0000-00-00 00:00:00";"Kantoorgebouwen";"Office buildings"
"Cliëntenbelang Amsterdam";"clientenbelang_amsterdam";1;286;;"0000-00-00 00:00:00";"Jacob Bontiusplaats 9 ";"1018 LL";;"POINT(4.9290006362358 52.372497357373)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:51";"2016-09-08 17:44:51";"0000-00-00 00:00:00";"Kantoorgebouwen";"Office buildings"
"Openbaar toilet Sarphatipark";"openbaar_toilet_sarphatipark";1;286;;"0000-00-00 00:00:00";"Sarphatipark  ";"1073 CZ";;"POINT(4.8947980220417 52.354222833729)";;"AMSTERDAM";;;;;;;0;"2016-09-08 17:44:52";"2016-09-08 17:44:52";"0000-00-00 00:00:00";"openbare toiletten";"public toilets"
